"","language","category","uni_lemma","item_definition","lexical_category"
"900","Spanish (Mexican)","clothing","glove","guantes","nouns"
"901","Spanish (Peruvian)","clothing","glove","guante(s)","nouns"
"902","Spanish (Argentinian)","clothing","glove","guantes","nouns"
"903","Spanish (European)","action_words","go","ir(se) [voy, vas, vamos…]","predicates"
"904","Spanish (European)","states","go","ir (vamos a dormir)","function_words"
"905","Spanish (Mexican)","action_words","go","ir(se)","predicates"
"906","Spanish (Peruvian)","action_words","go","ir(se) [voy/vas/vamos]","predicates"
"907","Spanish (Peruvian)","helping_verbs","go","ir (vamos a dormir)","function_words"
"908","Spanish (Argentinian)","action_words","go","ir_se","predicates"
"909","Spanish (European)","toys","goal","gol","nouns"
"910","Spanish (Peruvian)","games_routines","goal","gol","other"
"911","Spanish (Peruvian)","toys","goal","gol","nouns"
"912","Spanish (Argentinian)","games_routines","goal","gol","other"
"913","Spanish (Mexican)","people","godfather","padrino","other"
"914","Spanish (Argentinian)","people","godfather","padrino","other"
"915","Spanish (Mexican)","people","godmother","madrina","other"
"916","Spanish (Argentinian)","people","godmother","madrina","other"
"917","Spanish (European)","descriptive_words","good","bueno","predicates"
"918","Spanish (Mexican)","descriptive_words","good","bueno","predicates"
"919","Spanish (Peruvian)","descriptive_words","good","bueno","predicates"
"920","Spanish (Argentinian)","descriptive_words","good","bueno","predicates"
"921","Spanish (Argentinian)","descriptive_words (adverbs)","good","bien","predicates"
"922","Spanish (European)","games_routines","good morning","buenos días/noches","other"
"923","Spanish (Mexican)","games_routines","good morning","buenos días","other"
"924","Spanish (Peruvian)","games_routines","good morning","buenos días/buenas noches","other"
"925","Spanish (Argentinian)","games_routines","good morning","buenos_días","other"
"926","Spanish (Mexican)","games_routines","good night","buenas noches","other"
"927","Spanish (Argentinian)","games_routines","good night","buenas_noches","other"
"928","Spanish (Peruvian)","action_words","grab","agarrar/coger","predicates"
"929","Spanish (Argentinian)","action_words","grab","agarrar","predicates"
"930","Spanish (European)","people","grandma","abuela (yaya)","other"
"931","Spanish (Mexican)","people","grandma","abuela","other"
"932","Spanish (Peruvian)","people","grandma","abuela/mamama","other"
"933","Spanish (Argentinian)","people","grandma","abuela","other"
"934","Spanish (European)","people","grandpa","abuelo (yayo)","other"
"935","Spanish (Mexican)","people","grandpa","abuelo","other"
"936","Spanish (Peruvian)","people","grandpa","abuelo/papapa","other"
"937","Spanish (Argentinian)","people","grandpa","abuelo","other"
"938","Spanish (European)","food_drink","grapes","uvas","nouns"
"939","Spanish (Mexican)","food_drink","grapes","uvas","nouns"
"940","Spanish (Peruvian)","food_drink","grapes","uva(s)","nouns"
"941","Spanish (Argentinian)","food_drink","grapes","uvas","nouns"
"942","Spanish (European)","outside_places","grass","hierba/césped","other"
"943","Spanish (Mexican)","outside","grass","pasto","nouns"
"944","Spanish (Peruvian)","outside","grass","pasto/grass/césped","nouns"
"945","Spanish (Argentinian)","outside","grass","pasto","nouns"
"946","Spanish (European)","descriptive_words","green","verde","predicates"
"947","Spanish (Mexican)","descriptive_words","green","verde","predicates"
"948","Spanish (Peruvian)","descriptive_words","green","verde","predicates"
"949","Spanish (Argentinian)","descriptive_words","green","verde","predicates"
"950","Spanish (Mexican)","action_words","greet","saludar","predicates"
"951","Spanish (Argentinian)","action_words","greet","saludar","predicates"
"952","Spanish (Mexican)","outside","grill (object)","reja","nouns"
"953","Spanish (Argentinian)","outside","grill (object)","reja","nouns"
"954","Spanish (European)","action_words","grow","crecer","predicates"
"955","Spanish (Peruvian)","action_words","grow","crecer","predicates"
"956","Spanish (European)","toys","guitar","guitarra","nouns"
"957","Spanish (Peruvian)","toys","guitar","guitarra","nouns"
"958","Spanish (Mexican)","food_drink","gum","chicle","nouns"
"959","Spanish (Argentinian)","food_drink","gum","chicle","nouns"
"960","Spanish (Mexican)","body_parts","hair","pelo","nouns"
"961","Spanish (Argentinian)","body_parts","hair","pelo","nouns"
"962","Spanish (European)","food_drink","ham","jamón (york)","nouns"
"963","Spanish (Mexican)","food_drink","ham","jamón","nouns"
"964","Spanish (Peruvian)","food_drink","ham","jamón","nouns"
"965","Spanish (Argentinian)","food_drink","ham","jamón","nouns"
"966","Spanish (Mexican)","food_drink","hamburger","hamburguesa","nouns"
"967","Spanish (Peruvian)","food_drink","hamburger","hamburguesa","nouns"
"968","Spanish (Argentinian)","food_drink","hamburger","hamburguesa","nouns"
"969","Spanish (European)","household","hammer","martillo","nouns"
"970","Spanish (Mexican)","household","hammer","martillo","nouns"
"971","Spanish (Peruvian)","household","hammer","martillo","nouns"
"972","Spanish (Argentinian)","household","hammer","martillo","nouns"
"973","Spanish (European)","body_parts","hand","mano/s","nouns"
"974","Spanish (Mexican)","body_parts","hand","mano","nouns"
"975","Spanish (Peruvian)","body_parts","hand","mano(s)","nouns"
"976","Spanish (Argentinian)","body_parts","hand","mano","nouns"
"977","Spanish (European)","descriptive_words","happy","contento","predicates"
"978","Spanish (Mexican)","descriptive_words","happy","feliz","predicates"
"979","Spanish (Peruvian)","descriptive_words","happy","contento/feliz","predicates"
"980","Spanish (Argentinian)","descriptive_words","happy","feliz","predicates"
"981","Spanish (Mexican)","descriptive_words","hard","difícil","predicates"
"982","Spanish (Peruvian)","descriptive_words","hard","difícil","predicates"
"983","Spanish (Argentinian)","descriptive_words","hard","difícil","predicates"
"984","Spanish (Argentinian)","descriptive_words","hard","duro","predicates"
"985","Spanish (European)","clothing","hat","gorro","nouns"
"986","Spanish (European)","clothing","hat","sombrero","nouns"
"987","Spanish (Mexican)","clothing","hat","gorra","nouns"
"988","Spanish (Mexican)","clothing","hat","sombrero","nouns"
"989","Spanish (Peruvian)","clothing","hat","gorro(a)/sombrero","nouns"
"990","Spanish (Argentinian)","clothing","hat","gorra_gorro","nouns"
"991","Spanish (Argentinian)","clothing","hat","sombrero","nouns"
"992","Spanish (European)","action_words","have","haber [hay]","predicates"
"993","Spanish (European)","action_words","have","tener [tengo, tienes...]","predicates"
"994","Spanish (European)","states","have","haber (he comido)","function_words"
"995","Spanish (Mexican)","action_words","have","tener","predicates"
"996","Spanish (Peruvian)","action_words","have","haber [hay]","predicates"
"997","Spanish (Peruvian)","action_words","have","tener [tengo/tienes]","predicates"
"998","Spanish (Peruvian)","helping_verbs","have","haber (he comido)","function_words"
"999","Spanish (Argentinian)","action_words","have","tener","predicates"
"1000","Spanish (Argentinian)","helping_verbs","have","haber","function_words"
"1001","Spanish (Mexican)","body_parts","head","cabeza","nouns"
"1002","Spanish (Argentinian)","body_parts","head","cabeza","nouns"
"1003","Spanish (European)","action_words","hear","oír","predicates"
"1004","Spanish (Mexican)","action_words","hear","oír","predicates"
"1005","Spanish (Peruvian)","action_words","hear","oír","predicates"
"1006","Spanish (Argentinian)","action_words","hear","oír","predicates"
"1007","Spanish (Mexican)","descriptive_words","heavy","pesado","predicates"
"1008","Spanish (Argentinian)","descriptive_words","heavy","pesado","predicates"
"1009","Spanish (European)","sounds","hee haw","iiiiaaaa (burro)","other"
"1010","Spanish (Peruvian)","sounds","hee haw","iii-aaaa (burro)","other"
"1011","Spanish (European)","vehicles","helicopter","helicóptero","nouns"
"1012","Spanish (Mexican)","vehicles","helicopter","helicóptero","nouns"
"1013","Spanish (Peruvian)","vehicles","helicopter","helicóptero","nouns"
"1014","Spanish (Argentinian)","vehicles","helicopter","helicóptero","nouns"
"1015","Spanish (European)","games_routines","hello","hola/adiós","other"
"1016","Spanish (Peruvian)","games_routines","hello","hola","other"
"1017","Spanish (Mexican)","action_words","help","ayudar","predicates"
"1018","Spanish (Argentinian)","action_words","help","ayudar","predicates"
"1019","Spanish (Mexican)","animals","hen","gallina","nouns"
"1020","Spanish (Argentinian)","animals","hen","gallina","nouns"
"1021","Spanish (European)","locations","here","aquí","function_words"
"1022","Spanish (Mexican)","locations","here","aquí","function_words"
"1023","Spanish (Peruvian)","locations","here","acá","function_words"
"1024","Spanish (Peruvian)","locations","here","aquí","function_words"
"1025","Spanish (Argentinian)","locations","here","acá","function_words"
"1026","Spanish (Argentinian)","locations","here","aquí","function_words"
"1027","Spanish (Mexican)","games_routines","hi","hola","other"
"1028","Spanish (Argentinian)","games_routines","hi","hola","other"
"1029","Spanish (Mexican)","action_words","hide","esconder(se)","predicates"
"1030","Spanish (Argentinian)","action_words","hide","esconder_se","predicates"
"1031","Spanish (Mexican)","places","hill","cerro","other"
"1032","Spanish (Peruvian)","outside","hill","cerro","nouns"
"1033","Spanish (Argentinian)","quantifiers","him","la","function_words"
"1034","Spanish (Argentinian)","quantifiers","him","las","function_words"
"1035","Spanish (Argentinian)","quantifiers","him","los","function_words"
"1036","Spanish (Mexican)","animals","hippopotamus","hipopótamo","nouns"
"1037","Spanish (Argentinian)","animals","hippopotamus","hipopótamo","nouns"
"1038","Spanish (European)","action_words","hit","pegar(se)","predicates"
"1039","Spanish (Mexican)","games_routines","hit","te voy a pegar...","other"
"1040","Spanish (Mexican)","action_words","hit","pegar(se)","predicates"
"1041","Spanish (Peruvian)","action_words","hit","pegar(se)/golpear(se)","predicates"
"1042","Spanish (Argentinian)","action_words","hit","pegar_se","predicates"
"1043","Spanish (Mexican)","places","home","casa","other"
"1044","Spanish (Argentinian)","places","home","casa","other"
"1045","Spanish (European)","animals","horse","caballo","nouns"
"1046","Spanish (Mexican)","animals","horse","caballo","nouns"
"1047","Spanish (Peruvian)","animals","horse","caballo","nouns"
"1048","Spanish (Argentinian)","animals","horse","caballo","nouns"
"1049","Spanish (Mexican)","outside","hose","manguera","nouns"
"1050","Spanish (Argentinian)","outside","hose","manguera","nouns"
"1051","Spanish (Mexican)","places","hospital","hospital/clínica","other"
"1052","Spanish (Argentinian)","places","hospital","hospital_clínica","other"
"1053","Spanish (European)","descriptive_words","hot","caliente","predicates"
"1054","Spanish (Mexican)","descriptive_words","hot","caliente","predicates"
"1055","Spanish (Peruvian)","descriptive_words","hot","caliente","predicates"
"1056","Spanish (Argentinian)","descriptive_words","hot","caliente","predicates"
"1057","Spanish (Peruvian)","food_drink","hot chocolate","Milo/Nesquick","nouns"
"1058","Spanish (Argentinian)","food_drink","hot chocolate","chocolatada","nouns"
"1059","Spanish (Mexican)","food_drink","hot dog","salchicha","nouns"
"1060","Spanish (Peruvian)","food_drink","hot dog","salchicha","nouns"
"1061","Spanish (Argentinian)","food_drink","hot dog","salchicha_pancho","nouns"
"1062","Spanish (European)","outside_places","house","casa","other"
"1063","Spanish (Peruvian)","outside","house","casa","nouns"
"1064","Spanish (European)","question_words","how","cómo","function_words"
"1065","Spanish (Mexican)","question_words","how","cómo","function_words"
"1066","Spanish (Peruvian)","question_words","how","cómo","function_words"
"1067","Spanish (Argentinian)","question_words","how","cómo","function_words"
"1068","Spanish (European)","question_words","how many","cuántos","function_words"
"1069","Spanish (Peruvian)","question_words","how many","cuántos","function_words"
"1070","Spanish (European)","descriptive_words","hungry","hambre","predicates"
"1071","Spanish (Mexican)","descriptive_words","hungry","hambre","predicates"
"1072","Spanish (Peruvian)","descriptive_words","hungry","hambre","predicates"
"1073","Spanish (Argentinian)","descriptive_words","hungry","hambre","predicates"
"1074","Spanish (Mexican)","action_words","hurry","apurar(se)","predicates"
"1075","Spanish (Argentinian)","action_words","hurry","apurar_se","predicates"
"1076","Spanish (Mexican)","action_words","hurt (action)","lastimar(se)","predicates"
"1077","Spanish (Mexican)","action_words","hurt (action)","doler","predicates"
"1078","Spanish (Argentinian)","action_words","hurt (action)","doler","predicates"
"1079","Spanish (Argentinian)","action_words","hurt (action)","lastimar_se","predicates"
"1080","Spanish (Mexican)","food_drink","ice","hielo","nouns"
"1081","Spanish (Peruvian)","food_drink","ice","helado","nouns"
"1082","Spanish (Peruvian)","descriptive_words","ice","helado","predicates"
"1083","Spanish (Argentinian)","food_drink","ice","hielo","nouns"
"1084","Spanish (European)","food_drink","ice cream","helado","nouns"
"1085","Spanish (Mexican)","food_drink","ice cream","helado/nieve","nouns"
"1086","Spanish (Argentinian)","food_drink","ice cream","helado","nouns"
"1087","Spanish (European)","connecting_words","if","si (estoy quieres)","function_words"
"1088","Spanish (Peruvian)","connecting_words","if","si (si quieres)","function_words"
"1089","Spanish (Argentinian)","connecting_words","if","si_te_portás_bien","function_words"
"1090","Spanish (Mexican)","prepositions","in","en","function_words"
"1091","Spanish (Peruvian)","locations","in","en","function_words"
"1092","Spanish (Argentinian)","quantifiers","in","en","function_words"
"1093","Spanish (Argentinian)","locations","in","adentro","function_words"
"1094","Spanish (Mexican)","locations","in front","enfrente","function_words"
"1095","Spanish (Peruvian)","locations","in front","adelante/delante","function_words"
"1096","Spanish (Argentinian)","locations","in front","enfrente","function_words"
"1097","Spanish (European)","locations","inside","dento/adentro","function_words"
"1098","Spanish (Mexican)","locations","inside","adentro","function_words"
"1099","Spanish (Peruvian)","locations","inside","adentro/dentro","function_words"
"1100","Spanish (Mexican)","household","iron (object)","plancha","nouns"
"1101","Spanish (Argentinian)","household","iron (object)","plancha","nouns"
"1102","Spanish (European)","clothing","jacket","chaqueta","nouns"
"1103","Spanish (Peruvian)","clothing","jacket","casaca","nouns"
"1104","Spanish (Argentinian)","clothing","jacket","campera","nouns"
"1105","Spanish (Mexican)","food_drink","jam","mermelada","nouns"
"1106","Spanish (Argentinian)","food_drink","jam","mermelada","nouns"
"1107","Spanish (Mexican)","food_drink","jelly","gelatina","nouns"
"1108","Spanish (Argentinian)","food_drink","jelly","dulce","nouns"
"1109","Spanish (European)","food_drink","juice","zumo","nouns"
"1110","Spanish (Mexican)","food_drink","juice","jugo","nouns"
"1111","Spanish (Peruvian)","food_drink","juice","jugo","nouns"
"1112","Spanish (Argentinian)","food_drink","juice","jugo","nouns"
"1113","Spanish (European)","action_words","jump","saltar","predicates"
"1114","Spanish (Mexican)","action_words","jump","saltar","predicates"
"1115","Spanish (Mexican)","action_words","jump","brincar","predicates"
"1116","Spanish (Argentinian)","action_words","jump","saltar","predicates"
"1117","Spanish (European)","household","key","llaves","nouns"
"1118","Spanish (Mexican)","household","key","llave","nouns"
"1119","Spanish (Peruvian)","household","key","llaves","nouns"
"1120","Spanish (Argentinian)","household","key","llave","nouns"
"1121","Spanish (Mexican)","action_words","kick","patear","predicates"
"1122","Spanish (Argentinian)","action_words","kick","patear","predicates"
"1123","Spanish (European)","games_routines","kiss","besitos","other"
"1124","Spanish (Mexican)","games_routines","kiss","besitos","other"
"1125","Spanish (Mexican)","action_words","kiss","besar","predicates"
"1126","Spanish (Peruvian)","games_routines","kiss","besitos","other"
"1127","Spanish (Argentinian)","games_routines","kiss","besitos","other"
"1128","Spanish (Argentinian)","action_words","kiss","besar","predicates"
"1129","Spanish (European)","household","kitchen","cocina","nouns"
"1130","Spanish (Mexican)","furniture_rooms","kitchen","cocina","nouns"
"1131","Spanish (Peruvian)","household","kitchen","cocina","nouns"
"1132","Spanish (Argentinian)","furniture_rooms","kitchen","cocina","nouns"
"1133","Spanish (European)","body_parts","knee","rodillas","nouns"
"1134","Spanish (Mexican)","body_parts","knee","rodilla","nouns"
"1135","Spanish (Peruvian)","body_parts","knee","rodilla(s)","nouns"
"1136","Spanish (Argentinian)","body_parts","knee","rodilla","nouns"
"1137","Spanish (European)","household","knife","cuchillo","nouns"
"1138","Spanish (Mexican)","household","knife","cuchillo","nouns"
"1139","Spanish (Peruvian)","household","knife","cuchillo","nouns"
"1140","Spanish (Argentinian)","household","knife","cuchillo","nouns"
"1141","Spanish (European)","action_words","know","saber (no sé)","predicates"
"1142","Spanish (Mexican)","action_words","know","saber","predicates"
"1143","Spanish (Peruvian)","action_words","know","saber [no sé]","predicates"
"1144","Spanish (Argentinian)","action_words","know","saber","predicates"
"1145","Spanish (Mexican)","household","lamp","lámpara","nouns"
"1146","Spanish (Argentinian)","household","lamp","lámpara","nouns"
"1147","Spanish (Mexican)","descriptive_words","last","último","predicates"
"1148","Spanish (Argentinian)","descriptive_words","last","último","predicates"
"1149","Spanish (European)","time_words","later","luego","other"
"1150","Spanish (Mexican)","time_words","later","al rato","other"
"1151","Spanish (Mexican)","connecting_words","later","luego","function_words"
"1152","Spanish (European)","action_words","laugh","reír(se)","predicates"
"1153","Spanish (Peruvian)","action_words","laugh","reír(se)","predicates"
"1154","Spanish (Mexican)","outside","leaf","hojas","nouns"
"1155","Spanish (Argentinian)","outside","leaf","hojas","nouns"
"1156","Spanish (European)","action_words","learn","aprender","predicates"
"1157","Spanish (Peruvian)","action_words","learn","aprender","predicates"
"1158","Spanish (European)","action_words","leave","salir","predicates"
"1159","Spanish (Mexican)","games_routines","leave","vámonos","other"
"1160","Spanish (Mexican)","action_words","leave","salir(se)","predicates"
"1161","Spanish (Argentinian)","action_words","leave","dejar","predicates"
"1162","Spanish (Argentinian)","action_words","leave","salir_se","predicates"
"1163","Spanish (European)","body_parts","leg","pierna/s (pata/s)","nouns"
"1164","Spanish (Mexican)","body_parts","leg","piernas","nouns"
"1165","Spanish (Peruvian)","body_parts","leg","pierna(s)/pata(s)","nouns"
"1166","Spanish (Argentinian)","body_parts","leg","piernas_patas","nouns"
"1167","Spanish (European)","food_drink","lemon","limón","nouns"
"1168","Spanish (Peruvian)","food_drink","lemon","limón","nouns"
"1169","Spanish (Mexican)","food_drink","lemonade","limonada","nouns"
"1170","Spanish (Argentinian)","food_drink","lemonade","limonada","nouns"
"1171","Spanish (European)","food_drink","lettuce","lechuga","nouns"
"1172","Spanish (Peruvian)","food_drink","lettuce","lechuga","nouns"
"1173","Spanish (European)","descriptive_words","liar","mentiroso","predicates"
"1174","Spanish (Peruvian)","descriptive_words","liar","mentiroso","predicates"
"1175","Spanish (Argentinian)","descriptive_words","liar","mentiroso","predicates"
"1176","Spanish (European)","household","light (object)","luz","nouns"
"1177","Spanish (Mexican)","household","light (object)","luz","nouns"
"1178","Spanish (Peruvian)","household","light (object)","luz","nouns"
"1179","Spanish (Argentinian)","household","light (object)","luz","nouns"
"1180","Spanish (European)","action_words","like","gustar","predicates"
"1181","Spanish (Mexican)","action_words","like","gustar","predicates"
"1182","Spanish (Peruvian)","action_words","like","gustar","predicates"
"1183","Spanish (Argentinian)","action_words","like","gustar","predicates"
"1184","Spanish (European)","animals","lion","león","nouns"
"1185","Spanish (Mexican)","animals","lion","león","nouns"
"1186","Spanish (Peruvian)","animals","lion","león","nouns"
"1187","Spanish (Argentinian)","animals","lion","leon","nouns"
"1188","Spanish (European)","body_parts","lip","labios","nouns"
"1189","Spanish (Mexican)","body_parts","lip","labios","nouns"
"1190","Spanish (Peruvian)","body_parts","lip","labio(s)","nouns"
"1191","Spanish (Argentinian)","body_parts","lip","labios","nouns"
"1192","Spanish (Mexican)","action_words","listen","escuchar","predicates"
"1193","Spanish (Argentinian)","action_words","listen","escuchar","predicates"
"1194","Spanish (Mexican)","quantifiers","little (amount)","poco/poquito","function_words"
"1195","Spanish (Peruvian)","quantifiers","little (amount)","poco/poquito","function_words"
"1196","Spanish (Argentinian)","descriptive_words (adverbs)","little (amount)","poco_poquito","predicates"
"1197","Spanish (Mexican)","descriptive_words","little (description)","chico","predicates"
"1198","Spanish (Peruvian)","descriptive_words","little (description)","chico/chiquito/pequeño","predicates"
"1199","Spanish (Argentinian)","descriptive_words","little (description)","chico_chiquito","predicates"
"1200","Spanish (European)","household","living room","salón","nouns"
"1201","Spanish (Mexican)","furniture_rooms","living room","sala","nouns"
"1202","Spanish (Peruvian)","household","living room","sala","nouns"
"1203","Spanish (European)","food_drink","lollipop","chupa-chups","nouns"
"1204","Spanish (European)","food_drink","lollipop","piruleta","nouns"
"1205","Spanish (Mexican)","food_drink","lollipop","paleta","nouns"
"1206","Spanish (Argentinian)","food_drink","lollipop","chupetín","nouns"
"1207","Spanish (Mexican)","descriptive_words","long","largo","predicates"
"1208","Spanish (Argentinian)","descriptive_words","long","largo","predicates"
"1209","Spanish (European)","games_routines","look","mira","other"
"1210","Spanish (European)","action_words","look","mirar","predicates"
"1211","Spanish (Mexican)","action_words","look","mirar","predicates"
"1212","Spanish (Peruvian)","games_routines","look","mira","other"
"1213","Spanish (European)","action_words","lower (action)","bajar(se)","predicates"
"1214","Spanish (Mexican)","action_words","lower (action)","bajar(se)","predicates"
"1215","Spanish (Mexican)","action_words","lunch (action)","almorzar","predicates"
"1216","Spanish (Peruvian)","action_words","lunch (action)","almorzar","predicates"
"1217","Spanish (Peruvian)","action_words","lunch (action)","tomar lonche","predicates"
"1218","Spanish (Mexican)","people","man","señor","other"
"1219","Spanish (Argentinian)","people","man","señor","other"
"1220","Spanish (Mexican)","places","market","tienda/mercado","other"
"1221","Spanish (Peruvian)","outside","market","mercado","nouns"
"1222","Spanish (Peruvian)","outside","market","súper/súpermercado","nouns"
"1223","Spanish (Mexican)","household","matches","cerillos","nouns"
"1224","Spanish (Argentinian)","household","matches","fosforo","nouns"
"1225","Spanish (European)","food_drink","meat","carne (chicha)","nouns"
"1226","Spanish (Mexican)","food_drink","meat","carne","nouns"
"1227","Spanish (Peruvian)","food_drink","meat","carne/bistec","nouns"
"1228","Spanish (Argentinian)","food_drink","meat","carne","nouns"
"1229","Spanish (Mexican)","household","medicine","medicina","nouns"
"1230","Spanish (Peruvian)","household","medicine","remedio/medicina","nouns"
"1231","Spanish (Argentinian)","household","medicine","remedio","nouns"
"1232","Spanish (European)","food_drink","melon","melón","nouns"
"1233","Spanish (Mexican)","food_drink","melon","melón","nouns"
"1234","Spanish (Peruvian)","food_drink","melon","melón","nouns"
"1235","Spanish (Argentinian)","food_drink","melon","melón","nouns"
"1236","Spanish (European)","sounds","meow","miau","other"
"1237","Spanish (Mexican)","sounds","meow","miau","other"
"1238","Spanish (Peruvian)","sounds","meow","miau (gato)","other"
"1239","Spanish (Argentinian)","sounds","meow","miau","other"
"1240","Spanish (European)","household","microwave","microondas","nouns"
"1241","Spanish (Peruvian)","household","microwave","microondas","nouns"
"1242","Spanish (European)","food_drink","milk","leche","nouns"
"1243","Spanish (Mexican)","food_drink","milk","leche","nouns"
"1244","Spanish (Peruvian)","food_drink","milk","leche","nouns"
"1245","Spanish (Argentinian)","food_drink","milk","leche","nouns"
"1246","Spanish (Mexican)","household","mirror","espejo","nouns"
"1247","Spanish (Peruvian)","household","mirror","espejo","nouns"
"1248","Spanish (Argentinian)","household","mirror","espejo","nouns"
"1249","Spanish (European)","action_words","miss","perder(se)","predicates"
"1250","Spanish (Mexican)","action_words","miss","perder","predicates"
"1251","Spanish (European)","people","mommy","mamá (mami)","other"
"1252","Spanish (Mexican)","people","mommy","mamá","other"
"1253","Spanish (Peruvian)","people","mommy","mamá/mami","other"
"1254","Spanish (Argentinian)","people","mommy","mamá_mami","other"
"1255","Spanish (Mexican)","household","money","dinero","nouns"
"1256","Spanish (Argentinian)","household","money","dinero_plata","nouns"
"1257","Spanish (European)","animals","monkey","mono","nouns"
"1258","Spanish (Mexican)","animals","monkey","mono","nouns"
"1259","Spanish (Argentinian)","animals","monkey","mono","nouns"
"1260","Spanish (Mexican)","sounds","moo","muu","other"
"1261","Spanish (Argentinian)","sounds","moo","muu","other"
"1262","Spanish (European)","outside_places","moon","luna","other"
"1263","Spanish (Mexican)","outside","moon","luna","nouns"
"1264","Spanish (Peruvian)","outside","moon","luna","nouns"
"1265","Spanish (Argentinian)","outside","moon","luna","nouns"
"1266","Spanish (European)","articles","more","más","function_words"
"1267","Spanish (Mexican)","quantifiers","more","más","function_words"
"1268","Spanish (Peruvian)","quantifiers","more","más","function_words"
"1269","Spanish (Argentinian)","descriptive_words (adverbs)","more","más","predicates"
"1270","Spanish (Mexican)","time_words","morning","en la mañana","other"
"1271","Spanish (Peruvian)","time_words","morning","mañana","other"
"1272","Spanish (Mexican)","animals","mosquito","mosco","nouns"
"1273","Spanish (Argentinian)","animals","mosquito","mosquito","nouns"
"1274","Spanish (European)","vehicles","motorcycle","moto","nouns"
"1275","Spanish (Mexican)","vehicles","motorcycle","moto","nouns"
"1276","Spanish (Peruvian)","vehicles","motorcycle","moto","nouns"
"1277","Spanish (Argentinian)","vehicles","motorcycle","moto","nouns"
"1278","Spanish (Peruvian)","outside","mountain","monte/montaña","nouns"
"1279","Spanish (Argentinian)","places","mountain","cerro_montaña","other"
"1280","Spanish (European)","animals","mouse","ratón","nouns"
"1281","Spanish (Mexican)","animals","mouse","ratón","nouns"
"1282","Spanish (Peruvian)","animals","mouse","ratón/pericote","nouns"
"1283","Spanish (Argentinian)","animals","mouse","rató/rata","nouns"
"1284","Spanish (Mexican)","body_parts","mouth","boca","nouns"
"1285","Spanish (Argentinian)","body_parts","mouth","boca","nouns"
"1286","Spanish (Mexican)","places","movie","cine","other"
"1287","Spanish (Argentinian)","toys","movie","película","nouns"
"1288","Spanish (European)","body_parts","mustache","bigote","nouns"
"1289","Spanish (Mexican)","body_parts","mustache","bigote","nouns"
"1290","Spanish (Peruvian)","body_parts","mustache","bigote","nouns"
"1291","Spanish (Argentinian)","body_parts","mustache","bigote","nouns"
"1292","Spanish (Peruvian)","body_parts","nail (body part)","uña","nouns"
"1293","Spanish (Argentinian)","body_parts","nail (body part)","uñas","nouns"
"1294","Spanish (Mexican)","household","nail (object)","clavo","nouns"
"1295","Spanish (Argentinian)","household","nail (object)","clavo","nouns"
"1296","Spanish (Mexican)","games_routines","nap","siesta","other"
"1297","Spanish (Argentinian)","games_routines","nap","siesta_noni_noni","other"
"1298","Spanish (Mexican)","household","napkin","servilleta","nouns"
"1299","Spanish (Argentinian)","household","napkin","servilleta","nouns"
"1300","Spanish (Mexican)","locations","near","cerca","function_words"
"1301","Spanish (Argentinian)","locations","near","cerca","function_words"
"1302","Spanish (European)","body_parts","neck","cuello","nouns"
"1303","Spanish (Peruvian)","body_parts","neck","cuello","nouns"
"1304","Spanish (Argentinian)","body_parts","neck","garganta_cuello","nouns"
"1305","Spanish (Mexican)","clothing","necklace","collar","nouns"
"1306","Spanish (Argentinian)","clothing","necklace","collar","nouns"
"1307","Spanish (European)","people","nephew","sobrino","other"
"1308","Spanish (Peruvian)","people","nephew","sobrino(a)","other"
"1309","Spanish (European)","descriptive_words","new","nuevo","predicates"
"1310","Spanish (Mexican)","descriptive_words","new","nuevo","predicates"
"1311","Spanish (Peruvian)","descriptive_words","new","nuevo","predicates"
"1312","Spanish (Argentinian)","descriptive_words","new","nuevo","predicates"
"1313","Spanish (Mexican)","household","newspaper","periódico","nouns"
"1314","Spanish (Argentinian)","household","newspaper","diario","nouns"
"1315","Spanish (Peruvian)","descriptive_words","nice","bonito/lindo","predicates"
"1316","Spanish (Argentinian)","descriptive_words","nice","lindo","predicates"
"1317","Spanish (European)","time_words","night","noche","other"
"1318","Spanish (Mexican)","time_words","night","en la noche","other"
"1319","Spanish (Mexican)","time_words","night","noche","other"
"1320","Spanish (Argentinian)","time_words","night","noche","other"
"1321","Spanish (Mexican)","descriptive_words","noisy","ruidoso","predicates"
"1322","Spanish (Argentinian)","descriptive_words","noisy","ruidoso","predicates"
"1323","Spanish (European)","articles","none","no hay","function_words"
"1324","Spanish (Mexican)","quantifiers","none","no hay","function_words"
"1325","Spanish (Peruvian)","games_routines","none","no hay/pau pau","other"
"1326","Spanish (European)","body_parts","nose","nariz","nouns"
"1327","Spanish (Mexican)","body_parts","nose","nariz","nouns"
"1328","Spanish (Peruvian)","body_parts","nose","nariz","nouns"
"1329","Spanish (Argentinian)","body_parts","nose","nariz","nouns"
"1330","Spanish (Peruvian)","games_routines","not","no","other"
"1331","Spanish (Argentinian)","descriptive_words (adverbs)","not","no","predicates"
"1332","Spanish (European)","articles","nothing","nada","function_words"
"1333","Spanish (Mexican)","quantifiers","nothing","nada","function_words"
"1334","Spanish (Argentinian)","descriptive_words (adverbs)","nothing","nada","predicates"
"1335","Spanish (European)","time_words","now","ahora","other"
"1336","Spanish (Mexican)","time_words","now","ahorita/ahora","other"
